region,instance_type
ca-central-1,c5n.18xlarge
ca-central-1,r5n.24xlarge
ca-central-1,m6a.8xlarge
ca-central-1,r6a.12xlarge
ca-central-1,x2idn.16xlarge
ca-central-1,m5d.24xlarge
ca-central-1,i3en.24xlarge
ca-central-1,r7g.metal
ca-central-1,m7i.large
ca-central-1,i4i.8xlarge
ca-central-1,x2idn.32xlarge
ca-central-1,t2.large
ca-central-1,m6id.12xlarge
ca-central-1,m6i.12xlarge
ca-central-1,m5ad.large
ca-central-1,m6idn.2xlarge
ca-central-1,t4g.nano
ca-central-1,r6i.large
ca-central-1,g5.48xlarge
ca-central-1,m6a.metal
ca-central-1,x1e.8xlarge
ca-central-1,c6a.metal
ca-central-1,c7i-flex.xlarge
ca-central-1,m5.4xlarge
ca-central-1,r5b.12xlarge
ca-central-1,d3.xlarge
ca-central-1,r5a.4xlarge
ca-central-1,m6in.xlarge
ca-central-1,t3a.2xlarge
ca-central-1,r5.24xlarge
ca-central-1,m5a.8xlarge
ca-central-1,m6i.32xlarge
ca-central-1,r6gd.8xlarge
ca-central-1,r5ad.8xlarge
ca-central-1,x2iedn.metal
ca-central-1,t2.micro
ca-central-1,c6g.8xlarge
ca-central-1,is4gen.xlarge
ca-central-1,c6a.48xlarge
ca-central-1,t4g.large
ca-central-1,is4gen.medium
ca-central-1,c7i-flex.8xlarge
ca-central-1,d3.8xlarge
ca-central-1,c6a.2xlarge
ca-central-1,c7g.medium
ca-central-1,c7g.xlarge
ca-central-1,is4gen.2xlarge
ca-central-1,c6a.16xlarge
ca-central-1,i3en.12xlarge
ca-central-1,r6a.4xlarge
ca-central-1,c5d.xlarge
ca-central-1,m6idn.4xlarge
ca-central-1,i4g.16xlarge
ca-central-1,t2.xlarge
ca-central-1,m5ad.xlarge
ca-central-1,m6a.12xlarge
ca-central-1,c5.18xlarge
ca-central-1,r6gd.large
ca-central-1,m7g.metal
ca-central-1,g4dn.2xlarge
ca-central-1,r5b.4xlarge
ca-central-1,r5b.8xlarge
ca-central-1,m6id.4xlarge
ca-central-1,x2iedn.xlarge
ca-central-1,t3.xlarge
ca-central-1,m6in.24xlarge
ca-central-1,c5.large
ca-central-1,m6i.24xlarge
ca-central-1,c6id.32xlarge
ca-central-1,r6i.32xlarge
ca-central-1,i4g.8xlarge
ca-central-1,c5n.9xlarge
ca-central-1,r5.large
ca-central-1,m6gd.16xlarge
ca-central-1,r6a.32xlarge
ca-central-1,m5.12xlarge
ca-central-1,c6a.12xlarge
ca-central-1,c6gd.large
ca-central-1,r6gd.2xlarge
ca-central-1,r6gd.medium
sa-east-1,x1e.32xlarge
sa-east-1,m5d.large
sa-east-1,m6g.large
sa-east-1,m6i.2xlarge
sa-east-1,m7i-flex.2xlarge
sa-east-1,m6g.4xlarge
sa-east-1,m6a.2xlarge
sa-east-1,m2.xlarge
sa-east-1,inf1.24xlarge
sa-east-1,r6g.2xlarge
sa-east-1,t3.large
sa-east-1,c6gd.8xlarge
sa-east-1,t3a.nano
sa-east-1,m5.2xlarge
sa-east-1,r6i.xlarge
sa-east-1,c6i.xlarge
sa-east-1,g6.2xlarge
sa-east-1,c6gn.12xlarge
sa-east-1,i3.2xlarge
sa-east-1,m6gd.xlarge
sa-east-1,t3.2xlarge
sa-east-1,c5d.24xlarge
sa-east-1,c6a.xlarge
sa-east-1,r5b.16xlarge
sa-east-1,r5a.12xlarge
sa-east-1,c5.9xlarge
sa-east-1,i4i.8xlarge
sa-east-1,r4.16xlarge
sa-east-1,r5ad.16xlarge
sa-east-1,m7g.12xlarge
sa-east-1,c5.metal
sa-east-1,i4i.32xlarge
sa-east-1,m5ad.large
sa-east-1,c7g.large
sa-east-1,m5zn.6xlarge
sa-east-1,t4g.nano
sa-east-1,r6i.large
sa-east-1,c7i-flex.xlarge
sa-east-1,r5d.xlarge
sa-east-1,m5.large
sa-east-1,r5b.large
sa-east-1,c5ad.4xlarge
sa-east-1,t3.micro
sa-east-1,c1.xlarge
sa-east-1,g4dn.xlarge
sa-east-1,m6id.xlarge
sa-east-1,x2iedn.16xlarge
sa-east-1,i4i.large
sa-east-1,i3en.xlarge
sa-east-1,m5zn.12xlarge
sa-east-1,c3.xlarge
sa-east-1,m5zn.xlarge
sa-east-1,c7i.metal-48xl
sa-east-1,x1e.2xlarge
sa-east-1,m3.medium
sa-east-1,m6id.2xlarge
sa-east-1,m7gd.16xlarge
sa-east-1,r5d.4xlarge
sa-east-1,c7i-flex.large
sa-east-1,m5ad.12xlarge
sa-east-1,m7i-flex.12xlarge
sa-east-1,m4.2xlarge
sa-east-1,g4dn.metal
sa-east-1,i4i.2xlarge
sa-east-1,c5n.4xlarge
sa-east-1,c7i-flex.8xlarge
sa-east-1,c5a.xlarge
sa-east-1,x2iedn.4xlarge
sa-east-1,c6gn.16xlarge
sa-east-1,c6a.2xlarge
sa-east-1,c6gd.xlarge
sa-east-1,c6g.2xlarge
sa-east-1,m5d.xlarge
sa-east-1,t3a.large
sa-east-1,c4.8xlarge
sa-east-1,r7i.metal-24xl
sa-east-1,r7g.8xlarge
sa-east-1,c5.2xlarge
sa-east-1,c6in.24xlarge
sa-east-1,c7g.8xlarge
sa-east-1,c5d.4xlarge
sa-east-1,t2.xlarge
sa-east-1,r5a.xlarge
sa-east-1,r5b.2xlarge
sa-east-1,r6i.4xlarge
sa-east-1,r5d.large
sa-east-1,t4g.2xlarge
sa-east-1,c6gd.metal
sa-east-1,g4dn.2xlarge
sa-east-1,g5.2xlarge
sa-east-1,r5b.8xlarge
sa-east-1,m6id.4xlarge
sa-east-1,m5a.xlarge
sa-east-1,g6.48xlarge
sa-east-1,m4.large
sa-east-1,r5n.metal
sa-east-1,c6i.metal
sa-east-1,m7g.xlarge
sa-east-1,m5d.metal
sa-east-1,c6a.12xlarge
ap-southeast-1,x1e.32xlarge
ap-southeast-1,m6g.4xlarge
ap-southeast-1,c6in.large
ap-southeast-1,inf1.24xlarge
ap-southeast-1,r5n.8xlarge
ap-southeast-1,im4gn.large
ap-southeast-1,c7i-flex.16xlarge
ap-southeast-1,t3.large
ap-southeast-1,c6gd.8xlarge
ap-southeast-1,m1.small
ap-southeast-1,r5n.12xlarge
ap-southeast-1,c6a.8xlarge
ap-southeast-1,r5dn.metal
ap-southeast-1,g4dn.4xlarge
ap-southeast-1,c6i.xlarge
ap-southeast-1,u-3tb1.56xlarge
ap-southeast-1,c7g.16xlarge
ap-southeast-1,c7i.48xlarge
ap-southeast-1,t3.nano
ap-southeast-1,g5g.xlarge
ap-southeast-1,d3en.12xlarge
ap-southeast-1,m6id.8xlarge
ap-southeast-1,m7g.8xlarge
ap-southeast-1,c6a.xlarge
ap-southeast-1,r5a.8xlarge
ap-southeast-1,i4i.8xlarge
ap-southeast-1,d3en.6xlarge
ap-southeast-1,r6a.8xlarge
ap-southeast-1,c5.metal
ap-southeast-1,m7g.12xlarge
ap-southeast-1,m5zn.6xlarge
ap-southeast-1,m7g.medium
ap-southeast-1,m6idn.32xlarge
ap-southeast-1,g5g.2xlarge
ap-southeast-1,r7g.xlarge
ap-southeast-1,i3.8xlarge
ap-southeast-1,g5g.metal
ap-southeast-1,r5b.xlarge
ap-southeast-1,r3.4xlarge
ap-southeast-1,t4g.small
ap-southeast-1,c6id.12xlarge
ap-southeast-1,m5ad.4xlarge
ap-southeast-1,g5g.8xlarge
ap-southeast-1,mac2.metal
ap-southeast-1,im4gn.16xlarge
ap-southeast-1,r5b.12xlarge
ap-southeast-1,r5a.4xlarge
ap-southeast-1,r6id.8xlarge
ap-southeast-1,m5.8xlarge
ap-southeast-1,t4g.xlarge
ap-southeast-1,inf1.xlarge
ap-southeast-1,m6idn.24xlarge
ap-southeast-1,c6i.4xlarge
ap-southeast-1,r5.24xlarge
ap-southeast-1,r5ad.8xlarge
ap-southeast-1,m5n.4xlarge
ap-southeast-1,r5dn.2xlarge
ap-southeast-1,r5.4xlarge
ap-southeast-1,r6a.xlarge
ap-southeast-1,m7i.metal-48xl
ap-southeast-1,r7i.12xlarge
ap-southeast-1,m7i.24xlarge
ap-southeast-1,m6g.8xlarge
ap-southeast-1,r5d.24xlarge
ap-southeast-1,inf1.2xlarge
ap-southeast-1,hpc6a.48xlarge
ap-southeast-1,i4i.2xlarge
ap-southeast-1,d3.8xlarge
ap-southeast-1,c6gd.xlarge
ap-southeast-1,inf2.8xlarge
ap-southeast-1,m5d.xlarge
ap-southeast-1,c6gn.8xlarge
ap-southeast-1,c4.8xlarge
ap-southeast-1,r6a.4xlarge
ap-southeast-1,r6in.4xlarge
ap-southeast-1,m6id.large
ap-southeast-1,m6idn.16xlarge
ap-southeast-1,c7g.8xlarge
ap-southeast-1,r6idn.metal
ap-southeast-1,x2iedn.2xlarge
ap-southeast-1,r5d.large
ap-southeast-1,c6gd.metal
ap-southeast-1,c7g.4xlarge
ap-southeast-1,r7g.12xlarge
ap-southeast-1,m6g.16xlarge
ap-southeast-1,c6id.xlarge
ap-southeast-1,m5a.2xlarge
ap-southeast-1,p2.16xlarge
ap-southeast-1,r7gd.8xlarge
ap-southeast-1,z1d.2xlarge
ap-southeast-1,m7i-flex.4xlarge
ap-southeast-1,c7i.24xlarge
ap-southeast-1,m4.large
ap-southeast-1,r6id.12xlarge
ap-southeast-1,i4g.xlarge
ap-southeast-1,c4.2xlarge
ap-southeast-1,m5d.12xlarge
ap-southeast-1,r6idn.24xlarge
ap-southeast-1,d3en.2xlarge
ap-southeast-1,m5n.24xlarge
ap-southeast-2,r3.xlarge
ap-southeast-2,a1.4xlarge
ap-southeast-2,im4gn.4xlarge
ap-southeast-2,a1.xlarge
ap-southeast-2,c5a.2xlarge
ap-southeast-2,d2.4xlarge
ap-southeast-2,r6g.xlarge
ap-southeast-2,t3.large
ap-southeast-2,r6in.2xlarge
ap-southeast-2,t2.medium
ap-southeast-2,r5d.8xlarge
ap-southeast-2,r6in.8xlarge
ap-southeast-2,c6i.xlarge
ap-southeast-2,z1d.12xlarge
ap-southeast-2,i4i.12xlarge
ap-southeast-2,g6.2xlarge
ap-southeast-2,c7gd.medium
ap-southeast-2,m6i.large
ap-southeast-2,x2iedn.24xlarge
ap-southeast-2,t3.2xlarge
ap-southeast-2,m5.16xlarge
ap-southeast-2,m6in.32xlarge
ap-southeast-2,r6in.24xlarge
ap-southeast-2,r7i.large
ap-southeast-2,g6.24xlarge
ap-southeast-2,i4i.8xlarge
ap-southeast-2,p3.8xlarge
ap-southeast-2,r4.16xlarge
ap-southeast-2,m6id.12xlarge
ap-southeast-2,c5.metal
ap-southeast-2,m5ad.large
ap-southeast-2,m1.xlarge
ap-southeast-2,m6idn.2xlarge
ap-southeast-2,t4g.nano
ap-southeast-2,r7g.xlarge
ap-southeast-2,x1e.8xlarge
ap-southeast-2,r5n.large
ap-southeast-2,r6g.12xlarge
ap-southeast-2,r4.large
ap-southeast-2,m7i-flex.8xlarge
ap-southeast-2,r6id.8xlarge
ap-southeast-2,m6in.xlarge
ap-southeast-2,m6in.large
ap-southeast-2,c3.xlarge
ap-southeast-2,p2.xlarge
ap-southeast-2,c6i.24xlarge
ap-southeast-2,r5ad.8xlarge
ap-southeast-2,x1e.2xlarge
ap-southeast-2,m5ad.24xlarge
ap-southeast-2,x1.16xlarge
ap-southeast-2,c7gd.12xlarge
ap-southeast-2,t3a.medium
ap-southeast-2,m3.medium
ap-southeast-2,z1d.3xlarge
ap-southeast-2,c5ad.16xlarge
ap-southeast-2,m3.2xlarge
ap-southeast-2,x2iedn.32xlarge
ap-southeast-2,c7i.metal-24xl
ap-southeast-2,c6gd.2xlarge
ap-southeast-2,c6g.8xlarge
ap-southeast-2,inf1.2xlarge
ap-southeast-2,m7i-flex.12xlarge
ap-southeast-2,r7i.xlarge
ap-southeast-2,is4gen.4xlarge
ap-southeast-2,g4dn.metal
ap-southeast-2,r7g.large
ap-southeast-2,c5n.4xlarge
ap-southeast-2,r8g.large
ap-southeast-2,c6i.2xlarge
ap-southeast-2,c6gd.xlarge
ap-southeast-2,c7g.medium
ap-southeast-2,c7g.xlarge
ap-southeast-2,c6gn.8xlarge
ap-southeast-2,m5d.xlarge
ap-southeast-2,i3.16xlarge
ap-southeast-2,r7i.24xlarge
ap-southeast-2,c7g.8xlarge
ap-southeast-2,t2.xlarge
ap-southeast-2,m6a.12xlarge
ap-southeast-2,t4g.2xlarge
ap-southeast-2,m6a.xlarge
ap-southeast-2,m7gd.4xlarge
ap-southeast-2,g5.2xlarge
ap-southeast-2,r5b.4xlarge
ap-southeast-2,r5b.8xlarge
ap-southeast-2,m6a.large
ap-southeast-2,t3.xlarge
ap-southeast-2,c6in.32xlarge
ap-southeast-2,g5.8xlarge
ap-southeast-2,r5.xlarge
ap-southeast-2,c4.2xlarge
ap-southeast-2,d3en.4xlarge
ap-southeast-2,m6g.xlarge
ap-southeast-2,r5dn.16xlarge
ap-southeast-2,c5n.9xlarge
ap-southeast-2,m6g.medium
ap-southeast-2,r7i.8xlarge
ap-southeast-2,m7g.16xlarge
ap-southeast-2,m7i.2xlarge
ap-southeast-2,c6in.metal
eu-central-1,g4ad.xlarge
eu-central-1,c5d.12xlarge
eu-central-1,i4i.24xlarge
eu-central-1,r6id.2xlarge
eu-central-1,t3.large
eu-central-1,i8g.2xlarge
eu-central-1,m7i-flex.16xlarge
eu-central-1,r5n.12xlarge
eu-central-1,c5a.12xlarge
eu-central-1,m5.2xlarge
eu-central-1,r5d.8xlarge
eu-central-1,r7iz.32xlarge
eu-central-1,r6in.8xlarge
eu-central-1,m6id.16xlarge
eu-central-1,u-3tb1.56xlarge
eu-central-1,c7gd.metal
eu-central-1,u-12tb1.112xlarge
eu-central-1,c6gd.4xlarge
eu-central-1,m6i.large
eu-central-1,a1.2xlarge
eu-central-1,r7gd.medium
eu-central-1,m7i.8xlarge
eu-central-1,g5.xlarge
eu-central-1,g4ad.2xlarge
eu-central-1,r6a.16xlarge
eu-central-1,x8g.8xlarge
eu-central-1,r8g.4xlarge
eu-central-1,x2idn.16xlarge
eu-central-1,c5a.16xlarge
eu-central-1,g4ad.16xlarge
eu-central-1,m8g.medium
eu-central-1,r5a.8xlarge
eu-central-1,p3.8xlarge
eu-central-1,r4.16xlarge
eu-central-1,c7a.16xlarge
eu-central-1,r7gd.4xlarge
eu-central-1,c3.large
eu-central-1,m7g.medium
eu-central-1,r6i.large
eu-central-1,r6gd.4xlarge
eu-central-1,r6a.24xlarge
eu-central-1,c7i-flex.xlarge
eu-central-1,r7gd.metal
eu-central-1,r5d.12xlarge
eu-central-1,m6in.8xlarge
eu-central-1,r4.xlarge
eu-central-1,r5d.metal
eu-central-1,m5n.large
eu-central-1,im4gn.16xlarge
eu-central-1,p3.2xlarge
eu-central-1,c8g.8xlarge
eu-central-1,i4i.large
eu-central-1,m6a.48xlarge
eu-central-1,x2iedn.metal
eu-central-1,mac2-m2.metal
eu-central-1,is4gen.8xlarge
eu-central-1,c5ad.16xlarge
eu-central-1,c6g.8xlarge
eu-central-1,r5n.16xlarge
eu-central-1,m7i-flex.12xlarge
eu-central-1,c5.xlarge
eu-central-1,r7g.large
eu-central-1,c5n.4xlarge
eu-central-1,c7i-flex.8xlarge
eu-central-1,x2iedn.4xlarge
eu-central-1,g6e.12xlarge
eu-central-1,i8g.xlarge
eu-central-1,r5dn.large
eu-central-1,c6g.metal
eu-central-1,r6idn.16xlarge
eu-central-1,i2.xlarge
eu-central-1,r8g.metal-24xl
eu-central-1,m5d.xlarge
eu-central-1,x1.32xlarge
eu-central-1,r7g.8xlarge
eu-central-1,c5.2xlarge
eu-central-1,u-9tb1.112xlarge
eu-central-1,m7gd.12xlarge
eu-central-1,c5d.4xlarge
eu-central-1,m5ad.xlarge
eu-central-1,inf2.24xlarge
eu-central-1,c6in.8xlarge
eu-central-1,m7a.32xlarge
eu-central-1,r7a.large
eu-central-1,c6a.24xlarge
eu-central-1,m7a.metal-48xl
eu-central-1,c6in.32xlarge
eu-central-1,r5.8xlarge
eu-central-1,m6i.24xlarge
eu-central-1,inf2.xlarge
eu-central-1,c3.8xlarge
eu-central-1,d3en.2xlarge
eu-central-1,m6g.xlarge
eu-central-1,c5ad.2xlarge
eu-central-1,m5a.4xlarge
eu-central-1,r8g.12xlarge
eu-central-1,m5d.12xlarge
eu-central-1,x1e.16xlarge
eu-central-1,m5.12xlarge
eu-central-1,r3.large
us-east-1,g4ad.xlarge
us-east-1,d2.4xlarge
us-east-1,m6idn.xlarge
us-east-1,i7ie.18xlarge
us-east-1,m2.xlarge
us-east-1,im4gn.large
us-east-1,m7i-flex.16xlarge
us-east-1,a1.metal
us-east-1,d2.xlarge
us-east-1,c5ad.large
us-east-1,g6.xlarge
us-east-1,r5a.2xlarge
us-east-1,i7ie.xlarge
us-east-1,c6gd.4xlarge
us-east-1,i4i.xlarge
us-east-1,x2iedn.24xlarge
us-east-1,c6gn.large
us-east-1,c5d.24xlarge
us-east-1,r5a.24xlarge
us-east-1,g4ad.2xlarge
us-east-1,m6gd.8xlarge
us-east-1,r5ad.4xlarge
us-east-1,i7ie.48xlarge
us-east-1,r5n.24xlarge
us-east-1,m6a.8xlarge
us-east-1,m7a.24xlarge
us-east-1,trn1.2xlarge
us-east-1,c8g.metal-48xl
us-east-1,g6.8xlarge
us-east-1,c7a.24xlarge
us-east-1,c7g.large
us-east-1,r3.4xlarge
us-east-1,t4g.small
us-east-1,x8g.metal-48xl
us-east-1,m5.large
us-east-1,c7gn.16xlarge
us-east-1,m6idn.metal
us-east-1,g4dn.xlarge
us-east-1,c7gd.xlarge
us-east-1,m6in.xlarge
us-east-1,c3.xlarge
us-east-1,r6in.metal
us-east-1,m5a.8xlarge
us-east-1,m5n.4xlarge
us-east-1,m6in.4xlarge
us-east-1,x1e.2xlarge
us-east-1,x1.16xlarge
us-east-1,r7iz.metal-32xl
us-east-1,m3.medium
us-east-1,c5ad.16xlarge
us-east-1,c6gd.12xlarge
us-east-1,r7iz.4xlarge
us-east-1,m2.2xlarge
us-east-1,d3en.xlarge
us-east-1,c6g.8xlarge
us-east-1,g5.24xlarge
us-east-1,c7g.12xlarge
us-east-1,is4gen.large
us-east-1,x8g.medium
us-east-1,c5n.4xlarge
us-east-1,p2.8xlarge
us-east-1,c7gn.4xlarge
us-east-1,r5b.24xlarge
us-east-1,g5g.16xlarge
us-east-1,c6g.12xlarge
us-east-1,f1.4xlarge
us-east-1,m7a.xlarge
us-east-1,r6idn.16xlarge
us-east-1,c5a.24xlarge
us-east-1,c7g.medium
us-east-1,hpc7g.4xlarge
us-east-1,r8g.metal-24xl
us-east-1,c4.8xlarge
us-east-1,z1d.6xlarge
us-east-1,x1.32xlarge
us-east-1,i3.16xlarge
us-east-1,r7i.24xlarge
us-east-1,c7g.8xlarge
us-east-1,c6gn.xlarge
us-east-1,r6idn.metal
us-east-1,m8g.2xlarge
us-east-1,c6id.large
us-east-1,x2iedn.xlarge
us-east-1,m6in.24xlarge
us-east-1,m4.large
us-east-1,c5.large
us-east-1,c6gn.medium
us-east-1,r6id.12xlarge
us-east-1,m5zn.3xlarge
us-east-1,r5ad.24xlarge
us-east-1,r5.xlarge
us-east-1,m5ad.8xlarge
us-east-1,m7gd.medium
us-east-1,r7g.16xlarge
us-east-1,r6a.metal
us-east-1,im4gn.2xlarge
us-east-1,x1e.16xlarge
us-east-1,r7i.8xlarge
us-east-1,x2gd.medium
us-east-1,d3en.2xlarge
us-east-2,c6in.16xlarge
us-east-2,d2.4xlarge
us-east-2,m6id.metal
us-east-2,c6in.large
us-east-2,i7ie.18xlarge
us-east-2,im4gn.large
us-east-2,r6idn.32xlarge
us-east-2,t4g.medium
us-east-2,m5.2xlarge
us-east-2,r5n.2xlarge
us-east-2,c7i.2xlarge
us-east-2,i7ie.xlarge
us-east-2,g6.4xlarge
us-east-2,t2.small
us-east-2,c7i.48xlarge
us-east-2,c7gd.metal
us-east-2,u-12tb1.112xlarge
us-east-2,c7i-flex.12xlarge
us-east-2,r5.2xlarge
us-east-2,m5dn.large
us-east-2,i2.8xlarge
us-east-2,r6id.4xlarge
us-east-2,i3en.6xlarge
us-east-2,t2.2xlarge
us-east-2,i3en.24xlarge
us-east-2,g5.12xlarge
us-east-2,r7i.large
us-east-2,r7gd.4xlarge
us-east-2,m6gd.2xlarge
us-east-2,t3a.xlarge
us-east-2,r8g.48xlarge
us-east-2,c6id.2xlarge
us-east-2,c7i-flex.2xlarge
us-east-2,r5d.12xlarge
us-east-2,m6i.8xlarge
us-east-2,inf2.48xlarge
us-east-2,r5d.metal
us-east-2,t3.micro
us-east-2,c7gn.16xlarge
us-east-2,x2gd.xlarge
us-east-2,mac2.metal
us-east-2,c5ad.8xlarge
us-east-2,m6id.xlarge
us-east-2,im4gn.xlarge
us-east-2,x2gd.large
us-east-2,p5.48xlarge
us-east-2,t3a.small
us-east-2,r7gd.12xlarge
us-east-2,r6idn.large
us-east-2,m5zn.xlarge
us-east-2,c6i.4xlarge
us-east-2,r5ad.8xlarge
us-east-2,i7ie.3xlarge
us-east-2,m5ad.24xlarge
us-east-2,z1d.xlarge
us-east-2,r5.4xlarge
us-east-2,z1d.3xlarge
us-east-2,c6gd.12xlarge
us-east-2,x2iedn.32xlarge
us-east-2,r6in.12xlarge
us-east-2,r7gd.2xlarge
us-east-2,g6e.16xlarge
us-east-2,r7i.16xlarge
us-east-2,m6g.8xlarge
us-east-2,m7i-flex.12xlarge
us-east-2,a1.large
us-east-2,is4gen.4xlarge
us-east-2,g4dn.8xlarge
us-east-2,c5a.4xlarge
us-east-2,c6g.xlarge
us-east-2,c7gn.4xlarge
us-east-2,g6e.12xlarge
us-east-2,i3.large
us-east-2,c6a.2xlarge
us-east-2,c6gd.xlarge
us-east-2,x2gd.2xlarge
us-east-2,c6gn.8xlarge
us-east-2,i3en.12xlarge
us-east-2,z1d.6xlarge
us-east-2,c7gd.8xlarge
us-east-2,r7i.2xlarge
us-east-2,c5d.xlarge
us-east-2,c7i.16xlarge
us-east-2,r6in.32xlarge
us-east-2,t2.xlarge
us-east-2,r5d.large
us-east-2,c5.18xlarge
us-east-2,r7a.large
us-east-2,r5ad.large
us-east-2,m5d.4xlarge
us-east-2,r5ad.xlarge
us-east-2,r5.8xlarge
us-east-2,r6id.12xlarge
us-east-2,i4g.xlarge
us-east-2,r5.xlarge
us-east-2,r5.large
us-east-2,m6g.medium
us-east-2,c7a.2xlarge
us-east-2,m5.12xlarge
us-east-2,trn1n.32xlarge
us-west-1,r7gd.xlarge
us-west-1,m5.24xlarge
us-west-1,c6in.16xlarge
us-west-1,m5d.large
us-west-1,c6gn.2xlarge
us-west-1,r5n.8xlarge
us-west-1,c5n.2xlarge
us-west-1,r3.8xlarge
us-west-1,c5a.12xlarge
us-west-1,r5.12xlarge
us-west-1,c6g.medium
us-west-1,c6gn.4xlarge
us-west-1,z1d.12xlarge
us-west-1,c5d.large
us-west-1,c7i.48xlarge
us-west-1,r6g.medium
us-west-1,r7g.2xlarge
us-west-1,m6i.large
us-west-1,i4i.xlarge
us-west-1,c6gn.12xlarge
us-west-1,x2iedn.24xlarge
us-west-1,m5a.16xlarge
us-west-1,c5n.18xlarge
us-west-1,c6a.xlarge
us-west-1,i2.8xlarge
us-west-1,m6a.8xlarge
us-west-1,r6i.16xlarge
us-west-1,r5a.12xlarge
us-west-1,c5a.16xlarge
us-west-1,m5d.24xlarge
us-west-1,r5a.8xlarge
us-west-1,m4.10xlarge
us-west-1,t2.large
us-west-1,r6i.2xlarge
us-west-1,c5n.large
us-west-1,m6i.12xlarge
us-west-1,c5d.2xlarge
us-west-1,m1.xlarge
us-west-1,m6idn.2xlarge
us-west-1,t4g.nano
us-west-1,r7g.xlarge
us-west-1,i3.8xlarge
us-west-1,r6a.24xlarge
us-west-1,c7gd.large
us-west-1,r3.large
us-west-1,m6in.8xlarge
us-west-1,i3.metal
us-west-1,t3.micro
us-west-1,c1.xlarge
us-west-1,r5n.large
us-west-1,m6idn.24xlarge
us-west-1,c6i.24xlarge
us-west-1,m5a.8xlarge
us-west-1,t3a.medium
us-west-1,r6gd.metal
us-west-1,m6in.12xlarge
us-west-1,x2iedn.32xlarge
us-west-1,c6gd.2xlarge
us-west-1,r7i.16xlarge
us-west-1,r4.8xlarge
us-west-1,t4g.large
us-west-1,c5a.4xlarge
us-west-1,x2idn.24xlarge
us-west-1,i3en.large
us-west-1,i2.4xlarge
us-west-1,c6gd.xlarge
us-west-1,i4i.metal
us-west-1,c7g.xlarge
us-west-1,c6gn.8xlarge
us-west-1,t3a.large
us-west-1,r7i.metal-24xl
us-west-1,r6a.4xlarge
us-west-1,z1d.6xlarge
us-west-1,m6idn.16xlarge
us-west-1,r7i.2xlarge
us-west-1,t1.micro
us-west-1,r7i.24xlarge
us-west-1,c6a.4xlarge
us-west-1,c7g.8xlarge
us-west-1,c6i.12xlarge
us-west-1,c6gn.xlarge
us-west-1,r5a.xlarge
us-west-1,r6gd.large
us-west-1,c6in.xlarge
us-west-1,r7g.12xlarge
us-west-1,g4dn.2xlarge
us-west-1,r6gd.xlarge
us-west-1,m2.4xlarge
us-west-1,m3.xlarge
us-west-1,c5a.large
us-west-1,m5zn.3xlarge
us-west-1,m6in.24xlarge
us-west-1,g4dn.12xlarge
us-west-1,c4.4xlarge
us-west-1,i2.2xlarge
us-west-1,m7g.xlarge
us-west-1,m7gd.medium
us-west-1,r6a.large
us-west-1,m5.12xlarge
us-west-1,r6gd.2xlarge
us-west-2,r7gd.xlarge
us-west-2,r3.xlarge
us-west-2,m5dn.8xlarge
us-west-2,m6idn.xlarge
us-west-2,c5n.xlarge
us-west-2,im4gn.large
us-west-2,m1.small
us-west-2,t4g.medium
us-west-2,c7a.8xlarge
us-west-2,p4d.24xlarge
us-west-2,i8g.12xlarge
us-west-2,r7g.2xlarge
us-west-2,r7gd.medium
us-west-2,r6idn.2xlarge
us-west-2,g5g.xlarge
us-west-2,g5.xlarge
us-west-2,i8g.8xlarge
us-west-2,c5a.16xlarge
us-west-2,i4i.8xlarge
us-west-2,r6in.xlarge
us-west-2,c8g.metal-48xl
us-west-2,m4.10xlarge
us-west-2,r6i.12xlarge
us-west-2,m6gd.2xlarge
us-west-2,r5ad.16xlarge
us-west-2,m7g.12xlarge
us-west-2,x2iezn.2xlarge
us-west-2,m7g.medium
us-west-2,r6i.large
us-west-2,p3dn.24xlarge
us-west-2,r7g.xlarge
us-west-2,r5d.xlarge
us-west-2,dl2q.24xlarge
us-west-2,m5.large
us-west-2,r5d.metal
us-west-2,r5dn.12xlarge
us-west-2,c7a.4xlarge
us-west-2,i3en.3xlarge
us-west-2,p3.2xlarge
us-west-2,c7gd.xlarge
us-west-2,c8g.8xlarge
us-west-2,im4gn.xlarge
us-west-2,x2iezn.metal
us-west-2,f2.6xlarge
us-west-2,p2.xlarge
us-west-2,t2.nano
us-west-2,x8g.xlarge
us-west-2,r5.24xlarge
us-west-2,m5d.16xlarge
us-west-2,m8g.xlarge
us-west-2,m8g.48xlarge
us-west-2,c6gd.2xlarge
us-west-2,m5.xlarge
us-west-2,r6in.12xlarge
us-west-2,m7gd.16xlarge
us-west-2,m1.large
us-west-2,g5.24xlarge
us-west-2,m7i.24xlarge
us-west-2,is4gen.4xlarge
us-west-2,i3en.metal
us-west-2,r5d.16xlarge
us-west-2,x1e.xlarge
us-west-2,is4gen.medium
us-west-2,x2iedn.4xlarge
us-west-2,f1.4xlarge
us-west-2,c6g.metal
us-west-2,i2.4xlarge
us-west-2,c6gn.8xlarge
us-west-2,r7i.48xlarge
us-west-2,is4gen.2xlarge
us-west-2,r7i.metal-24xl
us-west-2,i3en.12xlarge
us-west-2,m7i.4xlarge
us-west-2,t1.micro
us-west-2,m6idn.4xlarge
us-west-2,c6in.24xlarge
us-west-2,r5dn.xlarge
