InstanceId,AvgCPUUtilization
i-0ea5b86dc90b619d5,0.9780052094497687
i-08b3070f0acbcec69,0.9140537828332354
i-08ab971b0256019f0,0.8840643770143898
i-0ac7da1199685c030,1.1637642722265926
i-032d1eaf67508ea5f,2.031559565561015
i-0b5d03070fd489765,3.0741639566388748
i-05282382a2f0cb43c,1.9782296178340228
i-0191d91158e6a7883,1.1394617061335737
i-0d4973dcc8791c3b3,2.6064645528977866
